accountant_id,subservice_name,service_name,combo
5255,Business plans,Business Consulting & Support,5255 - Business Consulting & Support
5255,Business start-up and company formation,Formation / M&A,5255 - Formation / M&A
5255,Company secretarial service,Bookkeeping & Admin,5255 - Bookkeeping & Admin
5255,Limited company accounts,Annual Accounts,5255 - Annual Accounts
5255,Management accounting consultancy,Business Consulting & Support,5255 - Business Consulting & Support
5255,Partnership / sole trader accounts,Annual Accounts,5255 - Annual Accounts
5255,Tax and NI investigations,Tax Services,5255 - Tax Services
5255,"Tax(CGT, Corporate, IHT, Personal and VAT)",Tax Services,5255 - Tax Services
5256,Business start-up and company formation,Formation / M&A,5256 - Formation / M&A
5256,Limited company accounts,Annual Accounts,5256 - Annual Accounts
5256,Management advice to business,Business Consulting & Support,5256 - Business Consulting & Support
5256,Partnership / sole trader accounts,Annual Accounts,5256 - Annual Accounts
5256,"Tax(CGT, Corporate, IHT, Personal and VAT)",Tax Services,5256 - Tax Services
5257,Bank loans and overdrafts (inc SFLGS),Financing Support,5257 - Financing Support
5257,Benchmarking,Business Consulting & Support,5257 - Business Consulting & Support
5257,Business plans,Business Consulting & Support,5257 - Business Consulting & Support
5257,Business process improvements,Business Consulting & Support,5257 - Business Consulting & Support
5257,Business risk assessment,Business Consulting & Support,5257 - Business Consulting & Support
5257,Business start-up and company formation,Formation / M&A,5257 - Formation / M&A
5257,Corporate finance,Financing Support,5257 - Financing Support
5257,Cost systems and control,Bookkeeping & Admin,5257 - Bookkeeping & Admin
5257,Export finance planning and tax,Tax Services,5257 - Tax Services
5257,Feasibility studies,Other,5257 - Other
5257,"Grants and Finance (EU,government)",Financing Support,5257 - Financing Support
5257,Limited company accounts,Annual Accounts,5257 - Annual Accounts
5257,Management accounting consultancy,Business Consulting & Support,5257 - Business Consulting & Support
5257,Management advice to business,Business Consulting & Support,5257 - Business Consulting & Support
5257,Management consultancy,Business Consulting & Support,5257 - Business Consulting & Support
5257,Partnership / sole trader accounts,Annual Accounts,5257 - Annual Accounts
5257,Small scale equity issues,Financing Support,5257 - Financing Support
5257,Tax and NI investigations,Tax Services,5257 - Tax Services
5260,Business plans,Business Consulting & Support,5260 - Business Consulting & Support
5260,Business start-up and company formation,Formation / M&A,5260 - Formation / M&A
5260,Corporate finance,Financing Support,5260 - Financing Support
5260,Limited company accounts,Annual Accounts,5260 - Annual Accounts
5260,Partnership / sole trader accounts,Annual Accounts,5260 - Annual Accounts
5260,"Tax(CGT, Corporate, IHT, Personal and VAT)",Tax Services,5260 - Tax Services
5261,Business plans,Business Consulting & Support,5261 - Business Consulting & Support
5261,Business start-up and company formation,Formation / M&A,5261 - Formation / M&A
5261,Divorce matrimonial,Insolvency and Arbitration,5261 - Insolvency and Arbitration
5261,Estate planning and executorship,Other,5261 - Other
5261,Limited company accounts,Annual Accounts,5261 - Annual Accounts
5261,Management accounting consultancy,Business Consulting & Support,5261 - Business Consulting & Support
5261,Partnership / sole trader accounts,Annual Accounts,5261 - Annual Accounts
5261,Tax and NI investigations,Tax Services,5261 - Tax Services
5261,"Tax(CGT, Corporate, IHT, Personal and VAT)",Tax Services,5261 - Tax Services
5266,Business plans,Business Consulting & Support,5266 - Business Consulting & Support
5266,Business start-up and company formation,Formation / M&A,5266 - Formation / M&A
5266,Limited company accounts,Annual Accounts,5266 - Annual Accounts
5266,Management accounting consultancy,Business Consulting & Support,5266 - Business Consulting & Support
5266,Partnership / sole trader accounts,Annual Accounts,5266 - Annual Accounts
5266,Tax and NI investigations,Tax Services,5266 - Tax Services
5266,"Tax(CGT, Corporate, IHT, Personal and VAT)",Tax Services,5266 - Tax Services
5271,Business plans,Business Consulting & Support,5271 - Business Consulting & Support
5271,Business start-up and company formation,Formation / M&A,5271 - Formation / M&A
5271,Corporate finance,Financing Support,5271 - Financing Support
5271,Data processing services,Bookkeeping & Admin,5271 - Bookkeeping & Admin
5271,Information Technology,Bookkeeping & Admin,5271 - Bookkeeping & Admin
5271,Management accounting consultancy,Business Consulting & Support,5271 - Business Consulting & Support
5271,Management advice to business,Business Consulting & Support,5271 - Business Consulting & Support
5271,Partnership / sole trader accounts,Annual Accounts,5271 - Annual Accounts
5271,Tax and NI investigations,Tax Services,5271 - Tax Services
5271,"Tax(CGT, Corporate, IHT, Personal and VAT)",Tax Services,5271 - Tax Services
5282,Bank loans and overdrafts (inc SFLGS),Financing Support,5282 - Financing Support
5282,Business plans,Business Consulting & Support,5282 - Business Consulting & Support
5282,Business process improvements,Business Consulting & Support,5282 - Business Consulting & Support
5282,Business risk assessment,Business Consulting & Support,5282 - Business Consulting & Support
5282,Business start-up and company formation,Formation / M&A,5282 - Formation / M&A
5282,Company secretarial service,Bookkeeping & Admin,5282 - Bookkeeping & Admin
5282,Cost systems and control,Bookkeeping & Admin,5282 - Bookkeeping & Admin
5282,Data processing services,Bookkeeping & Admin,5282 - Bookkeeping & Admin
5282,Estate planning and executorship,Other,5282 - Other
5282,Expert witness,Other,5282 - Other
5282,Information Technology,Bookkeeping & Admin,5282 - Bookkeeping & Admin
5282,Management accounting consultancy,Business Consulting & Support,5282 - Business Consulting & Support
5282,Management advice to business,Business Consulting & Support,5282 - Business Consulting & Support
5282,Management consultancy,Business Consulting & Support,5282 - Business Consulting & Support
5282,Partnership / sole trader accounts,Annual Accounts,5282 - Annual Accounts
5282,Share valuations,Financing Support,5282 - Financing Support
5282,Small scale equity issues,Financing Support,5282 - Financing Support
5282,Tax and NI investigations,Tax Services,5282 - Tax Services
5282,"Tax(CGT, Corporate, IHT, Personal and VAT)",Tax Services,5282 - Tax Services
5284,Business plans,Business Consulting & Support,5284 - Business Consulting & Support
5284,Business start-up and company formation,Formation / M&A,5284 - Formation / M&A
5284,Company secretarial service,Bookkeeping & Admin,5284 - Bookkeeping & Admin
5284,Information Technology,Bookkeeping & Admin,5284 - Bookkeeping & Admin
5284,Limited company accounts,Annual Accounts,5284 - Annual Accounts
5284,Management accounting consultancy,Business Consulting & Support,5284 - Business Consulting & Support
5284,Partnership / sole trader accounts,Annual Accounts,5284 - Annual Accounts
5284,Tax and NI investigations,Tax Services,5284 - Tax Services
5284,"Tax(CGT, Corporate, IHT, Personal and VAT)",Tax Services,5284 - Tax Services
5287,Company secretarial service,Bookkeeping & Admin,5287 - Bookkeeping & Admin
5287,Limited company accounts,Annual Accounts,5287 - Annual Accounts
5287,Management accounting consultancy,Business Consulting & Support,5287 - Business Consulting & Support
5287,Management advice to business,Business Consulting & Support,5287 - Business Consulting & Support
5287,Partnership / sole trader accounts,Annual Accounts,5287 - Annual Accounts
5287,Tax and NI investigations,Tax Services,5287 - Tax Services
5287,"Tax(CGT, Corporate, IHT, Personal and VAT)",Tax Services,5287 - Tax Services
5288,Bank loans and overdrafts (inc SFLGS),Financing Support,5288 - Financing Support
5288,Business plans,Business Consulting & Support,5288 - Business Consulting & Support
5288,Business start-up and company formation,Formation / M&A,5288 - Formation / M&A
5288,Company secretarial service,Bookkeeping & Admin,5288 - Bookkeeping & Admin
5288,Corporate finance,Financing Support,5288 - Financing Support
5288,Information Technology,Bookkeeping & Admin,5288 - Bookkeeping & Admin
5288,Limited company accounts,Annual Accounts,5288 - Annual Accounts
5288,Management advice to business,Business Consulting & Support,5288 - Business Consulting & Support
5288,Partnership / sole trader accounts,Annual Accounts,5288 - Annual Accounts
5288,Share valuations,Financing Support,5288 - Financing Support
5288,Small scale equity issues,Financing Support,5288 - Financing Support
5288,Tax and NI investigations,Tax Services,5288 - Tax Services
5288,"Tax(CGT, Corporate, IHT, Personal and VAT)",Tax Services,5288 - Tax Services
5291,Business plans,Business Consulting & Support,5291 - Business Consulting & Support
5291,Business process improvements,Business Consulting & Support,5291 - Business Consulting & Support
5291,Business start-up and company formation,Formation / M&A,5291 - Formation / M&A
5291,Company secretarial service,Bookkeeping & Admin,5291 - Bookkeeping & Admin
5291,Cost systems and control,Bookkeeping & Admin,5291 - Bookkeeping & Admin
5291,Data processing services,Bookkeeping & Admin,5291 - Bookkeeping & Admin
5291,Information Technology,Bookkeeping & Admin,5291 - Bookkeeping & Admin
5291,Limited company accounts,Annual Accounts,5291 - Annual Accounts
5291,Management accounting consultancy,Business Consulting & Support,5291 - Business Consulting & Support
5291,Management advice to business,Business Consulting & Support,5291 - Business Consulting & Support
5291,Management consultancy,Business Consulting & Support,5291 - Business Consulting & Support
5291,Partnership / sole trader accounts,Annual Accounts,5291 - Annual Accounts
5291,Tax and NI investigations,Tax Services,5291 - Tax Services
5291,"Tax(CGT, Corporate, IHT, Personal and VAT)",Tax Services,5291 - Tax Services
5297,Data processing services,Bookkeeping & Admin,5297 - Bookkeeping & Admin
5302,Business plans,Business Consulting & Support,5302 - Business Consulting & Support
5302,Business start-up and company formation,Formation / M&A,5302 - Formation / M&A
5302,Feasibility studies,Other,5302 - Other
5302,Limited company accounts,Annual Accounts,5302 - Annual Accounts
5302,Management accounting consultancy,Business Consulting & Support,5302 - Business Consulting & Support
5302,Management advice to business,Business Consulting & Support,5302 - Business Consulting & Support
5302,Management consultancy,Business Consulting & Support,5302 - Business Consulting & Support
5302,Partnership / sole trader accounts,Annual Accounts,5302 - Annual Accounts
5302,"Tax(CGT, Corporate, IHT, Personal and VAT)",Tax Services,5302 - Tax Services
5305,Business start-up and company formation,Formation / M&A,5305 - Formation / M&A
5305,Limited company accounts,Annual Accounts,5305 - Annual Accounts
5305,Partnership / sole trader accounts,Annual Accounts,5305 - Annual Accounts
5305,Tax and NI investigations,Tax Services,5305 - Tax Services
5305,"Tax(CGT, Corporate, IHT, Personal and VAT)",Tax Services,5305 - Tax Services
5308,Company secretarial service,Bookkeeping & Admin,5308 - Bookkeeping & Admin
5308,Data processing services,Bookkeeping & Admin,5308 - Bookkeeping & Admin
5308,Limited company accounts,Annual Accounts,5308 - Annual Accounts
5308,Partnership / sole trader accounts,Annual Accounts,5308 - Annual Accounts
5309,Company secretarial service,Bookkeeping & Admin,5309 - Bookkeeping & Admin
5309,Limited company accounts,Annual Accounts,5309 - Annual Accounts
5309,Partnership / sole trader accounts,Annual Accounts,5309 - Annual Accounts
5309,"Tax(CGT, Corporate, IHT, Personal and VAT)",Tax Services,5309 - Tax Services
